TOKENS;AI;GAMING;MEMES;top;Symbol;1h%;24h%;7d%;Volumen (24h) USD;Volumen (24h) Tokens;ACC. CIRCULACION;CAP. USD;Precio USD;Alameda Research;Arrington XRP Capital;Binance Labs;Blockchain Capital;CMS Holdings;Coinfund;DCG;DeFiance Capital;DWF Labs;eGirl Capital;Fabric Ventures;Fenbushi Capital;Multicoin Capital;Pantera Capital;Paradigm;Placeholder Ventures;Play_To_Earn;Polychain Capital;Three Arrows Capital;USV;BITCOIN;CARDANO;ETHERIUM;SOLANA;TRON;OTHER
Zignaly;1;0;0;369.0;ZIG;-0.08;-0.11;3.23;3681564.0;40907214.0;1433308739.0;128985292.0;0.09006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Saga;0;1;0;194.0;SAGA;2.68;-2.59;-34.07;136816141.0;39700027.0;90000000.0;308280907.0;3.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
NBA BSC;0;0;1;7178.0;NBABSC;0.0;0.64;-8.99;100.0;13129782.0;999108442.0;7618.0;7,63E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GOKUSWAP;0;0;1;6967.0;GOKU;-0.22;4.6;-13.68;208.0;1110832.0;1000000000.0;187535.0;0.0001875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
QORPO WORLD;0;1;0;744.0;QORPO;0.21;4.45;-5.69;1587977.0;2359793.0;44104454.0;29721231.0;0.6739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Jerome Powell;0;0;1;6172.0;POWELL;0.0;-8.51;-43.04;1037.0;1579542.0;99235301.0;65131.0;0.0006563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CZ THE GOAT;0;0;1;2050.0;CZGOAT;-0.06;3.84;-37.65;966.0;3730349.0;824000000.0;213544.0;0.0002591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Elon Cat;0;0;1;6298.0;ELONCAT;-1.32;1.26;-12.98;776.0;12926.0;710800.0;42671.0;0.06003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Dragon;0;0;1;7397.0;DRAGON;-0.03;0.14;-73.2;55.0;7082636.0;999999041.0;7745.0;7,75E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Kadena;1;1;0;245.0;KDA;-0.28;0.66;-27.12;8139476.0;9188623.0;270878235.0;238830909.0;0.8823;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
AI PIN;1;0;0;4109.0;AI;0.21;-3.48;-27.73;51386.0;641903.0;23102024.0;1849369.0;0.08003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Marlin;1;0;0;290.0;POND;0.15;8.18;-6.12;6428893.0;272982587.0;8087375977.0;190313351.0;0.02355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
PIZA (Ordinals);0;0;1;2561.0;PIZA;4.73;-14.5;177.62;3385152.0;2492956.0;21000000.0;28515627.0;1.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Crazy Frog;0;0;1;3598.0;CRAZY;-0.86;-7.87;-42.46;125978.0;354558182.0;1000000000.0;355309.0;0.0003553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Basetama;0;0;1;6109.0;BTAMA;0.0;16.4;-21.72;1183.0;319012.0;10000000.0;37086.0;0.003709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
StarShip;0;0;1;6158.0;SSHIP;0.0;5.47;-45.49;1070.0;1234341.0;100000000.0;86725.0;0.0008673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Raini Studios Token;0;1;0;3667.0;RST;-6.39;-13.03;-31.37;112915.0;2234219.0;565000000.0;28554444.0;0.05054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
BULL;0;0;1;7431.0;BULL;0.0;-1.53;-12.95;51.0;50338.0;21000000.0;21118.0;0.001006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
RACA;0;1;0;457.0;RACA;0.52;2.68;-22.37;8040738.0;32407588676.0;354045821849.0;88033648.0;0.0002487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Baby Doge 2.0;0;0;1;6471.0;BABYDOGE2.0;0.0;-1.47;-24.22;540.0;37010543.0;10000000000.0;145786.0;1,46E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Guacamole;0;0;1;2828.0;GUAC;0.46;-7.5;2.59;757398.0;3155714482982.0;98999324822893.0;23760679.0;2.4e-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MetamonkeyAi;1;0;0;1860.0;MMAI;-0.3;-3.76;-11.45;39716.0;457261331.0;6099376989.0;529202.0;8,68E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0x0.ai;1;0;0;243.0;0x0;-0.14;-3.89;-9.85;1728533.0;6141982.0;868563455.0;244040544.0;0.281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Smog;0;0;1;499.0;SMOG;0.52;-5.54;-27.34;616834.0;6651372.0;778999968.0;72382562.0;0.09275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Vendetta;0;1;0;3625.0;VDT;0.12;1.81;-4.24;120717.0;433475.0;4749708.0;1322733.0;0.2785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HarryPotterObamaWallStreetBets10Inu;0;0;1;3599.0;STONKS;-1.69;-4.25;-40.02;125817.0;8981068.0;1000000.0;14009.0;0.01401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Delysium;1;0;0;287.0;AGI;-3.91;8.35;-0.16;36510725.0;138339288.0;738053003.0;194258762.0;0.2639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Harambe on Solana;0;0;1;2558.0;HARAMBE;-5.55;58.54;25.85;3477535.0;197295784.0;999983530.0;17625707.0;0.01763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Hooked Protocol;1;1;0;363.0;HOOK;0.91;0.49;-26.71;9703304.0;10455321.0;139254295.0;129374539.0;0.9289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Virtual Protocol;1;0;0;2642.0;VIRTUAL;0.3;6.71;-26.8;1765732.0;11219218.0;1000000000.0;157384626.0;0.1574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BOOK OF MEME 2.0;0;0;1;6395.0;BOME2.0;2.49;5.71;9.87;640.0;13147576.0;1000000000.0;48648.0;4,87E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Meme Alliance;0;1;0;1784.0;MMA;0.56;11.39;-10.03;53076.0;4043936.0;56750614.0;746078.0;0.01315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Ethereum;0;0;1;5573.0;ETH;0.0;5.08;-20.28;3903.0;31087.0;10000000.0;1255558.0;0.1256;1;0;1;1;1;0;1;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;1;0;0;0
SENATE;1;1;0;1057.0;SENATE;-0.2;0.49;-21.18;79774.0;831050.0;109822392.0;10543323.0;0.09599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
KOMPETE;0;1;0;4096.0;KOMPETE;0.08;-1.17;-18.75;52599.0;1927730.0;676137487.0;18448571.0;0.02729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
PUPS (Ordinals);0;0;1;220.0;PUPS;3.87;-6.43;-5.96;5023283.0;91809.0;7770000.0;418789440.0;54.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Nomad Exiles;0;1;0;5012.0;PRIDE;0.17;-0.98;-4.08;12589.0;7892291.0;8000000.0;12761.0;0.001595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
ChainGuardians;0;1;0;1451.0;CGG;0.05;2.17;-10.15;26518.0;611284.0;61478209.0;2668113.0;0.04338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
BANK (Ordinals);0;0;1;3512.0;BANK;2.35;-8.11;28.5;141773.0;5357862.0;100000000.0;2646068.0;0.02646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Arcona;1;0;0;1714.0;ARCONA;-0.07;112.66;20.01;9455.0;146300.0;15335470.0;991066.0;0.06462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
NetMind Token;1;0;0;2535.0;NMT;2.19;4.98;-22.66;4722000.0;591113.0;34659381.0;276870387.0;7.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Planet Mojo;0;1;0;2531.0;MOJO;2.39;11.89;30.57;5092696.0;21575062.0;30000000.0;7081365.0;0.2357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HUND;0;0;1;2778.0;HUND;1.22;-1.12;-41.61;951570.0;70335502.0;250000000.0;3382252.0;0.01353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Based Peng;0;0;1;3609.0;BENG;1.15;-10.6;-55.94;123606.0;1302611379.0;10000000000.0;948912.0;9,49E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Blue Kirby;0;0;1;4971.0;KIRBY;18.08;31.46;1.88;13180.0;44640924.0;3175000000.0;937434.0;0.0002953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CATO;0;0;1;5289.0;CATO;-0.6;5.24;-25.65;7177.0;2272346.0;172000000.0;543281.0;0.00316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Neo Tokyo;0;1;0;4200.0;BYTES;0.0;-5.48;-18.79;41969.0;8139.0;1881723.0;9702891.0;5.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Monsterra (MSTR);0;1;0;1599.0;MSTR;-0.6;3.51;-8.69;168186.0;1352956.0;12949722.0;1613636.0;0.1246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Warena;0;1;0;2353.0;RENA;0.05;-4.89;-26.37;14632.0;6899197.0;6862242.0;14550.0;0.002121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Super Athletes Token;0;1;0;3950.0;SAT;0.03;0.44;0.42;68187.0;26838257.0;92398000.0;234753.0;0.002541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MAGA;0;0;1;256.0;TRUMP;0.8;0.86;-8.84;3334458.0;640213.0;42055436.0;218519663.0;5.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Oraichain;1;0;0;343.0;ORAI;0.0;0.99;-12.15;6059192.0;536873.0;12706080.0;143375320.0;11.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DIA;1;0;0;579.0;DIA;0.25;9.38;-8.86;9748495.0;18898868.0;110617604.0;57014755.0;0.5168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
Crypto Villains;0;0;1;4585.0;CV;-0.91;0.26;-2.5;22591.0;42371456.0;4053005489.0;2160929.0;0.0005363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Hero Arena;0;1;0;4857.0;HERA;0.41;-5.85;-16.0;15099.0;6760043.0;5743750.0;12829.0;0.002234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Byte;0;0;1;898.0;BYTE;-0.44;32.17;-22.56;514229.0;28082459774.0;964467033477.0;17614363.0;1,83E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
Aimedis (new);1;0;0;1452.0;AIMX;1.81;10.14;-9.86;201988.0;25274196.0;333000000.0;2659074.0;0.007992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Merit Circle;0;1;0;3127.0;MC;-0.23;1.68;-15.19;318268.0;120694.0;322101826.0;849373022.0;2.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Doland Tremp;0;0;1;2563.0;TREMP;2.48;15.66;-35.17;3174891.0;8900451.0;99999138.0;35670814.0;0.3567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Punkko;0;0;1;3178.0;PUN;3.99;-6.58;-4.24;284657.0;177602774.0;999988881.0;1602758.0;0.001603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Pigeon In Yellow Boots;0;0;1;5968.0;PIGEON;0.51;-5.28;-33.48;1677.0;16845150.0;999710021.0;99534.0;9,96E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Xaya;0;1;0;1356.0;CHI;-0.35;2.4;-10.65;7900.0;112937.0;54745777.0;3830526.0;0.06995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Satoshi Panda;0;0;1;3825.0;SAP;0.02;2.82;-34.82;85660.0;3318195199.0;21000000000.0;542120.0;2,58E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Wall Street Games;0;1;0;1202.0;WSG;-1.42;-0.93;-28.93;72498.0;2902878.0;275384341.0;6958756.0;0.02497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Rainbow Token;0;1;0;1214.0;RBW;-0.04;0.19;-32.33;382748.0;11544881.0;196625256.0;6515833.0;0.03315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
PanoVerse;0;1;0;4413.0;PANO;-0.06;-7.68;-45.24;28535.0;348220.0;28000000.0;2294505.0;0.08195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Family;0;0;1;3214.0;FAM;0.13;-5.72;-40.45;264775.0;96002164.0;998191414.0;2753025.0;0.002754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Wojak Finance;0;0;1;5609.0;WOJ;0.0;0.58;-13.53;3588.0;1386176.0;4881768291.0;12635276.0;0.002588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Catfish;0;0;1;3400.0;CATFISH;2.08;32.61;7.79;176877.0;271223105.0;999988036.0;652140.0;0.0006521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Sheertopia;0;1;0;3681.0;AMBO;-0.39;-1.2;-24.97;110432.0;98399.0;1200000.0;1346744.0;1.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Grumpy (Ordinals);0;0;1;3965.0;GRUM;1.07;-22.11;-5.24;66068.0;3668729350.0;21000000000.0;378178.0;1,80E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
rats (Ordinals);0;0;1;2449.0;rats;1.17;3.21;-48.94;29691804.0;228055325979.0;1000000000000.0;130195615.0;0.0001302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Farcana;0;1;0;695.0;FAR;-0.0;2.23;-16.1;48019594.0;447175951.0;333141025.0;35926763.0;0.1079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Kangal;0;0;1;1947.0;KANGAL;0.0;2.72;-13.7;6.0;1700805.0;100000000000.0;361125.0;3,61E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
The Doge NFT;0;0;1;2629.0;DOG;0.96;5.95;-30.39;1994711.0;170425273.0;15272727272.0;178756809.0;0.0117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DOSE;0;1;0;1295.0;DOSE;0.54;-2.13;-24.9;5190146.0;900276838.0;853702151.0;4925056.0;0.005765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Bitspawn;0;1;0;2285.0;SPWN;20.2;12.05;-37.2;580.0;6861993.0;514118905.0;43427.0;8,45E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
REAKTOR;0;1;0;4641.0;RKR;0.01;-5.1;-34.02;20737.0;1195134575.0;182143425518.0;3160380.0;1,74E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Candle Cat;0;0;1;2869.0;CANDLE;0.04;-24.65;-49.62;663580.0;90292013.0;245053129.0;1800961.0;0.007349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Immutable;0;1;0;39.0;IMX;0.3;4.2;-22.55;63714307.0;32009998.0;1431285079.0;2839201943.0;1.98;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Alickshundra Occasional-Cortex;0;0;1;3327.0;AOC;-8.58;-8.77;-22.74;202687.0;174515818.0;999999025.0;1161425.0;0.001161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
WEMIX;0;1;0;128.0;WEMIX;0.29;2.71;-27.42;4532189.0;3066666.0;356423353.0;525212178.0;1.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Independence Token;0;0;1;3411.0;RFKJ;5.34;46.14;6.39;174258.0;679235127.0;47000000000.0;12057855.0;0.0002566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
B-cube.ai;1;0;0;1277.0;BCUBE;0.0;8.76;-15.55;12969.0;68001.0;27362329.0;5218381.0;0.1907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Cirus Foundation;1;0;0;1582.0;CIRUS;0.09;-3.22;-6.28;437696.0;16067971.0;62590209.0;1703886.0;0.02724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Anita Max Wynn;0;0;1;2762.0;WYNN;0.54;0.42;-42.52;1000994.0;221921428.0;999934223.0;4510283.0;0.004511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Solana Beach;0;0;1;5352.0;SOLANA;4.48;9.86;-37.51;6323.0;28285429.0;1000000000.0;223539.0;0.0002233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Cardano;0;0;1;3744.0;ADA;1.97;24.33;-27.41;97193.0;44527228.0;999889792.0;2182526.0;0.002183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Watergate;0;0;1;6925.0;WTG;0.62;2.75;-19.36;179.0;1099.0;119707.0;19558.0;0.1634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Pomerium;0;1;0;1131.0;PMG;-0.23;-3.19;-11.79;772509.0;7014973.0;75501657.0;8316285.0;0.1101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Dawg Coin;0;0;1;3556.0;DAWG;0.02;1.2;14.02;133204.0;200204082.0;964770000.0;641902.0;0.0006653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Dogecoin;0;0;1;9.0;DOGE;1.0;1.59;-21.91;1980505586.0;13171432732.0;143940006384.0;21713253833.0;0.1508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Next Gem AI;1;0;0;2811.0;GEMAI;-1.19;43.96;-26.65;832102.0;44720018.0;191635000.0;3565740.0;0.0185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Seedify.fund;0;1;0;297.0;SFUND;-1.45;2.3;-23.06;6425093.0;2149067.0;60127373.0;177392435.0;2.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Dinger Token;0;0;1;4549.0;DINGER;0.0;-1.54;-30.2;23696.0;11062882108.0;1000000000000.0;2141922.0;2,14E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SolDoge;0;0;1;5264.0;SDOGE;1.07;5.79;-6.81;7659.0;191742786.0;10000000000.0;399462.0;3,99E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Domi Online;0;1;0;3264.0;DOMI;1.15;-6.38;-33.74;231715.0;7110844.0;350130400.0;11409395.0;0.03266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
OceanEx Token;1;0;0;1832.0;OCE;0.54;2.95;-14.23;92.0;270838.0;1788038022.0;609109.0;0.0003409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Mochi (New);0;0;1;2951.0;MOCHI;1.43;5.36;-39.41;494484.0;14067539685.0;1000000000000.0;35150688.0;3,52E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Morra;0;1;0;3802.0;MORRA;0.55;-1.31;-25.12;89394.0;6026987.0;378697704.0;5616964.0;0.01483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
PunkCity;0;1;0;4090.0;PUNK;1.49;5.97;-11.28;53164.0;14989.0;17371306.0;61611461.0;3.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Bullieverse;0;1;0;3878.0;$BULL;-0.21;2.98;-23.95;76878.0;10547578.0;720379628.0;5250610.0;0.007289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Jake The Dog;0;0;1;3922.0;JAKE;1.68;4.94;-46.97;71341.0;163552958.0;420690000.0;183503.0;0.0004377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
GameCredits;0;1;0;1758.0;GAME;2.4;42.61;-55.35;171626.0;39764309.0;193823106.0;832717.0;0.004296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Googly Cat;0;0;1;4066.0;GOOGLY;24.59;96.03;982.12;55297.0;6678953.0;89380000.0;740003.0;0.008279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
LEZGI Token;0;0;1;6250.0;LEZGI;0.0;-1.66;-28.97;854.0;19328.0;100000000.0;4415984.0;0.04416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
NeverSurrenderOne's;0;0;1;4178.0;NSO;0.55;6.36;-11.7;43732.0;10304598.0;628471466.0;2667214.0;0.004244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Lyra;0;0;1;6604.0;LYRA;0.0;4.13;-13.16;392.0;8420643.0;1000000000.0;46537.0;4,65E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Binemon;0;1;0;1949.0;BIN;0.22;-4.58;-15.06;113783.0;133168304.0;416778746.0;356184.0;0.0008544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
DeRace;0;1;0;778.0;DERC;-0.04;0.66;-24.84;567832.0;2584023.0;120000000.0;26252160.0;0.2189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Just The Tip;0;0;1;5861.0;TIPS;-0.01;4.84;-26.62;2010.0;174737.0;69000000.0;793564.0;0.0115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MEMEME;0;0;1;4375.0;MEMEME;0.82;-1.37;-14.29;30539.0;6883516540.0;66643182693.0;295664.0;4,44E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
NFT Worlds;0;1;0;738.0;WRLD;-1.4;-9.72;-38.94;37695.0;885867.0;712090665.0;29933203.0;0.04204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YAM V1;0;0;1;5585.0;YAM;0.51;-0.56;-13.69;3804.0;37083.0;28619370.0;2935547.0;0.1026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Niftyx Protocol;0;1;0;1460.0;SHROOM;-3.32;-1.24;-32.85;5881.0;117115.0;51386058.0;2580402.0;0.05022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Ninneko;0;1;0;1973.0;NINO;-0.32;4.82;-5.06;4818.0;1025041.0;64904273.0;305088.0;0.004701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
meme (Ordinals);0;0;1;3088.0;MEME;1.12;4.45;21.71;350084.0;5240.0;93999.0;6280361.0;66.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
