;+#;Nombre;Precio;1h %;24 h %;7d %;Cap. de Mercado;Volumen (24h);Acciones en circulación
176;3109;Shroomates SHROOM;$0.002586;-0.30%;+3.52%;-35.19%;$1.75M $1,750,458;$333,235 128,872,300 SHROOM;676,956,430 SHROOM
177;3114;Powsche POWSCHE;$0.1038;+2.17%;-9.61%;-22.75%;$10.29M $10,285,029;$330,878 3,214,005 POWSCHE;99,904,282 POWSCHE
178;3122;AI Dragon CHATGPT;$0.00001323;+5.86%;+15.85%;-62.73%;$1.14M $1,141,941;$392,946 30,281,140,319 CHATGPT;88,000,000,000 CHATGPT
179;3153;SolCard SOLC;$0.07758;+2.03%;+11.87%;-24.32%;$7.77M $7,769,872;$300,860 3,872,135 SOLC;100,000,000 SOLC
180;3179;Atlas DEX ATS;$0.04523;+3.94%;-72.84%;+277.99%;$2.73M $2,726,019;$284,289 6,374,266 ATS;61,122,199 ATS
181;3189;Sealwifhat SI;$0.0009796;+2.33%;-9.49%;-52.98%;$966,935.36 $966,935;$277,065 281,711,917 SI;983,152,451 SI
182;3206;LOAF CAT LOAF;$0.0000714;+2.37%;+28.12%;+15.39%;$7.02M $7,022,571;$276,290 3,934,309,390 LOAF;100,000,000,000 LOAF
183;3210;Port Finance PORT;$0.02111;-0.01%;-0.43%;-4.50%;$45,483.95 $45,484;$270,814 12,890,525 PORT;2,165,000 PORT
184;3217;Punkko PUN;$0.001579;+5.78%;-15.32%;-5.67%;$1.58M $1,579,897;$265,225 167,872,720 PUN;999,988,881 PUN
185;3235;Uranus (SOL) ANUS;$0.0006854;-17.32%;-18.31%;-32.57%;$7.07M $7,073,276;$261,420 369,565,054 ANUS;9,999,384,814 ANUS
186;3243;SHIBAAI SHIBAAI;$0.0...05087;+2.90%;+3.21%;-22.35%;$3M $2,999,069;$251,933 49,523,141,555,114 SHIBAAI;589,534,404,296,603 SHIBAAI
187;3263;Wally The Whale WALLY;$0.000001209;-2.10%;+11.36%;+72.89%;$1.2M $1,195,501;$239,194 200,078,769,353 WALLY;1,000,000,000,000 WALLY
188;3324;Blockasset BLOCK;$0.1089;+2.35%;+11.76%;-36.76%;$26.4M $26,395,216;$210,513 1,935,575 BLOCK;242,692,031 BLOCK
189;3328;WIFLAMA WFLAMA;$0.0007772;-4.90%;-61.52%;-83.73%;$397,697.08 $397,697;$210,473 264,614,299 WFLAMA;500,000,000 WFLAMA
190;3350;Fluxbot FLUXB;$0.07107;-3.33%;-1.75%;-25.03%;$30.74M $30,738,928;$194,414 2,737,936 FLUXB;432,896,456 FLUXB
191;3392;Silly Goose GOO;$0.005499;+6.85%;+10.46%;-13.05%;--;$185,762 34,272,764 GOO;--
192;3397;Catfish CATFISH;$0.000695;+1.13%;+39.35%;+24.29%;$694,952.55 $694,953;$181,839 261,653,893 CATFISH;999,988,036 CATFISH
193;3430;Yikes Dog YIKES;$0.0002172;+4.63%;-0.37%;-28.39%;$166,244.94 $166,245;$171,669 790,058,053 YIKES;765,094,071 YIKES
194;3442;elizabath whoren WHOREN;$0.03841;-3.65%;+25.11%;-12.19%;$3.77M $3,771,667;$166,282 4,319,157 WHOREN;97,968,674 WHOREN
195;3444;Mahabibi Bin Solman $MBS;$0.001654;+9.17%;+6.64%;+53.72%;$1.65M $1,654,249;$164,929 99,700,457 $MBS;1,000,000,000 $MBS
196;3454;MixMob MXM;$0.05361;+1.06%;+5.77%;-7.08%;$7.86M $7,864,540;$163,032 3,041,312 MXM;146,711,005 MXM
197;3529;pepewifhat PIF;$0.00001689;+7.89%;+80.80%;+60.98%;$1.18M $1,178,394;$145,120 8,549,136,770 PIF;69,420,000,000 PIF
198;3551;bitsCrunch BCUT;$0.1743;-0.22%;-0.24%;-22.80%;$18.82M $18,816,869;$136,561 782,935 BCUT;107,881,105 BCUT
199;3573;Jet Protocol JET;$0.002041;-0.50%;-0.45%;-4.18%;$3.49M $3,486,323;$131,677 64,208,136 JET;1,700,000,000 JET
200;3587;Solstream STREAM;$0.1098;+2.24%;+29.18%;-15.99%;$1.11M $1,107,601;$127,936 1,155,072 STREAM;9,999,965 STREAM
201;+#;Nombre;Precio;1h %;24 h %;7d %;Cap. de Mercado;Volumen (24h);Acciones en circulación
202;3629;ZEBU ZEBU;$0.0009511;+2.02%;+19.10%;-6.48%;$942,360.64 $942,361;$120,091 127,436,615 ZEBU;1,000,000,000 ZEBU
203;3642;Book of Solana BOSOL;$0.0007665;+2.12%;+6.16%;-22.62%;$528,890.95 $528,891;$118,714 154,876,073 BOSOL;690,000,000 BOSOL
204;3648;ROD.AI RODAI;$0.0...01937;+0.90%;+9.47%;-21.62%;$1.05M $1,045,929;$117,805 6,082,211,154,163 RODAI;54,000,589,658,419 RODAI
205;3656;Bird Dog BIRDDOG;$0.001932;+2.03%;+25.08%;-0.03%;$1.93M $1,931,814;$116,958 60,537,983 BIRDDOG;999,919,349 BIRDDOG
206;3659;Saber SBR;$0.002804;+0.28%;+5.78%;-17.37%;--;$116,545 41,565,287 SBR;0 SBR
207;3682;BaoBaoSol BAOS;$0.0005488;+1.92%;+3.58%;-24.05%;$548,640.12 $548,640;$111,266 202,750,965 BAOS;999,740,660 BAOS
208;3772;Dopamine App DOPE;$0.09344;-0.45%;+10.43%;-1.93%;--;$94,885 1,015,417 DOPE;0 DOPE
209;3781;Myra MYRA;$0.00228;+0.21%;+12.79%;-16.08%;$2.28M $2,279,481;$92,769 40,695,249 MYRA;999,943,988 MYRA
210;3785;Solbook BOOK;$0.07883;+2.68%;-5.89%;-22.33%;$788,286.16 $788,286;$92,291 1,170,787 BOOK;10,000,000 BOOK
211;3851;Memeolorgy LORGY;$0.0002037;-4.25%;+7.81%;+332.60%;$142,376.45 $142,376;$81,967 402,420,955 LORGY;699,000,000 LORGY
212;3859;Realy REAL;$0.1015;+0.51%;-1.08%;-19.90%;$507,417.81 $507,418;$80,617 794,389 REAL;5,000,000 REAL
213;3890;Kingdom of Ants ANTC;$0.05582;+2.93%;-8.48%;+0.17%;$240,009.8 $240,010;$76,250 1,366,090 ANTC;4,300,000 ANTC
214;3900;Solnic SOLNIC;$0.0005682;+1.47%;-13.84%;-16.30%;$539,772.47 $539,772;$74,716 131,487,598 SOLNIC;949,902,895 SOLNIC
215;3907;Jake The Dog JAKE;$0.0004495;+0.60%;+7.18%;-44.76%;$189,102.4 $189,102;$73,671 163,893,948 JAKE;420,690,000 JAKE
216;3919;bozoHYBRID BOZO;$0.01703;+1.67%;+11.18%;-16.26%;$13.63M $13,626,538;$72,513 4,256,981 BOZO;799,969,400 BOZO
217;3966;HMM HMM;$0.002217;+2.31%;+8.45%;-20.73%;$1.96M $1,958,021;$67,703 30,531,253 HMM;882,992,390 HMM
218;3968;Pou POU;$0.007676;+0.22%;+16.11%;-10.81%;$767,619.17 $767,619;$67,549 8,799,803 POU;100,000,000 POU
219;3975;EGG SOL EGG;$0.0001252;+2.53%;+34.50%;+26.15%;$749,504.08 $749,504;$66,970 534,967,818 EGG;5,987,142,167 EGG
220;3996;GooseFX GOFX;$0.01926;+0.78%;-7.89%;-34.45%;$5.79M $5,789,449;$64,616 3,355,153 GOFX;300,614,996 GOFX
221;4022;WHALEBERT WHALE;$0.0001004;+1.61%;+5.68%;-17.89%;$939,109.59 $939,110;$61,103 608,357,628 WHALE;9,350,000,000 WHALE
222;4048;bonkwifhat BIF;$0.0005083;-2.73%;+13.64%;-19.73%;$508,260.13 $508,260;$57,952 114,021,269 BIF;1,000,000,000 BIF
223;4053;CITI Fediverse CITI;$0.2099;+11.46%;-99.05%;-99.71%;$209,689.98 $209,690;$57,443 273,669 CITI;999,000 CITI
224;4074;BookOfBullrun BOOB;$0.001418;+1.32%;+3.39%;-61.32%;$1.42M $1,418,487;$55,537 39,152,073 BOOB;999,999,424 BOOB
225;4102;Puma PUMA;$0.0004521;+4.00%;-55.46%;+0.98%;$45,205.76 $45,206;$53,429 118,189,804 PUMA;100,000,000 PUMA
226;4113;RichRabbit RABBIT;$0.05566;+1.11%;+12.26%;-15.90%;$1.06M $1,059,516;$52,055 935,216 RABBIT;19,035,082 RABBIT
227;4125;Rocky ROCKY;$0.001341;+4.69%;+12.72%;-26.23%;$1.34M $1,341,211;$51,178 38,158,354 ROCKY;1,000,000,000 ROCKY
228;4149;NeverSurrenderOne's NSO;$0.004088;+1.41%;+2.36%;-14.04%;$2.57M $2,568,877;$47,943 11,729,217 NSO;628,471,466 NSO
229;4159;AtPay ATPAY;$0.249;+3.83%;-5.24%;+19.76%;$7.47M $7,470,614;$46,825 188,036 ATPAY;30,000,000 ATPAY
230;4213;Andrea Von Speed VONSPEED;$0.0006422;+0.53%;+13.75%;-42.14%;$642,217.75 $642,218;$41,959 65,334,147 VONSPEED;1,000,000,000 VONSPEED
231;4243;GameBoy GBOY;$0.0004686;+2.44%;+77.66%;+11.31%;$466,701.09 $466,701;$39,463 84,219,887 GBOY;996,003,277 GBOY
232;4244;NovaDEX NVX;$0.006995;+1.56%;+7.19%;-25.96%;$665,914.72 $665,915;$39,397 5,632,167 NVX;95,199,662 NVX
233;4265;Bonk of America BONKFA;$0.0009372;-2.78%;-15.49%;-47.29%;$937,197.87 $937,198;$38,201 40,760,857 BONKFA;1,000,000,000 BONKFA
234;4285;Hadeswap HADES;$0.0367;+0.83%;+5.93%;-14.51%;$3.67M $3,670,489;$36,565 996,200 HADES;100,000,000 HADES
235;4289;What's Updog UPDOG;$0.0005429;+1.46%;+6.35%;-21.10%;$542,877.91 $542,878;$36,038 66,383,728 UPDOG;999,999,048 UPDOG
236;4294;Solana Crash CRASH;$0.003038;+1.12%;+2.77%;+24.83%;$303,841.89 $303,842;$35,927 11,824,404 CRASH;100,000,000 CRASH
237;4329;Allbridge ABR;$0.2632;+0.11%;-5.30%;-29.60%;$2.27M $2,274,915;$34,171 129,826 ABR;8,643,190 ABR
238;4354;Baby Solana BABYSOL;$0.01781;+4.21%;+8.64%;-14.22%;$1.13M $1,133,596;$32,489 1,826,341 BABYSOL;63,723,146 BABYSOL
239;4379;Megapix MPIX;$0.001073;+0.88%;+0.97%;-32.35%;$1.07M $1,072,842;$30,934 28,834,067 MPIX;1,000,000,000 MPIX
240;4390;UXD Protocol UXP;$0.008212;+0.01%;+0.09%;+2.10%;$2.46M $2,463,529;$30,331 3,693,567 UXP;300,000,000 UXP
241;4409;BLACK COQINU BCOQ;$0.0...03397;+2.10%;+8.11%;-20.17%;$2.36M $2,358,131;$29,483 867,840,851,918 BCOQ;69,412,558,275,909 BCOQ
242;4411;Spoofify SPOOF;$0.000246;+1.18%;+31.69%;-23.32%;$246,000.55 $246,001;$29,389 119,465,651 SPOOF;1,000,000,000 SPOOF
243;4433;Solordi SOLO;$0.00225;+0.72%;+2.75%;-11.27%;$2.25M $2,249,971;$27,979 12,435,245 SOLO;1,000,000,000 SOLO
244;4441;Crustieno Renaldo SIUUU;$0.0001934;+1.10%;+6.54%;-36.56%;$193,423.59 $193,424;$27,699 143,200,773 SIUUU;999,961,952 SIUUU
245;4457;SoliDefi SOLFI;$0.0006918;-9.50%;-30.60%;-27.78%;$69,175.57 $69,176;$26,975 38,994,251 SOLFI;99,996,609 SOLFI
246;4481;Magaiba MAGAIBA;$0.0004835;+1.08%;+10.75%;-31.71%;$459,333.29 $459,333;$25,973 53,715,062 MAGAIBA;949,953,827 MAGAIBA
247;4503;Taylor Swift's Cat BENJI BENJI;$0.000771;+2.24%;+13.87%;+11.28%;$770,381.02 $770,381;$25,358 32,888,193 BENJI;999,134,766 BENJI
248;4516;StarLaunch STARS;$0.07379;-0.31%;-0.98%;-32.70%;$6.44M $6,444,332;$24,920 337,721 STARS;87,333,333 STARS
249;4517;Fronk FRONK;$0.0...01413;+2.17%;-14.20%;-30.75%;--;$24,878 1,761,276,269,261 FRONK;--
250;4623;HXRO HXRO;$0.07822;+0.16%;+0.06%;-18.08%;$47.75M $47,747,340;$21,599 276,110 HXRO;610,385,617 HXRO
251;4631;DOJO DOJO;$0.001068;-0.06%;+1.54%;-20.28%;$1.07M $1,067,665;$21,415 20,057,416 DOJO;1,000,000,000 DOJO
252;4649;Edgevana Staked SOL EDGESOL;$157.42;+1.29%;+5.62%;-17.41%;$31,484.54 $31,485;$20,839 132 EDGESOL;200 EDGESOL
253;4657;RazrFi SOLR;$0.03522;+0.73%;-12.46%;+122.90%;$1.76M $1,757,112;$20,478 581,356 SOLR;49,882,759 SOLR
254;4658;SHIBONK SBONK;$3.98;+1.20%;+2.39%;-22.65%;$391,636.36 $391,636;$20,450 5,141 SBONK;98,450 SBONK
255;4668;KORRA KORRA;$0.005997;+1.99%;-1.26%;-38.95%;$599,665.42 $599,665;$20,206 3,369,472 KORRA;99,999,026 KORRA
256;4676;Cykura CYS;$0.005696;-0.12%;-2.93%;-27.58%;$35,198.19 $35,198;$19,949 3,502,638 CYS;6,180,000 CYS
257;4698;Peepo (SOL) $PEEP;$0.00001454;+1.09%;+15.32%;-7.89%;$769,153.82 $769,154;$19,245 1,323,478,311 $PEEP;52,893,769,270 $PEEP
258;4748;Banx.gg BANX;$0.0004259;+1.28%;+1.68%;+12.27%;$3.9M $3,897,269;$17,734 41,644,449 BANX;9,151,729,929 BANX
259;4779;The OG Cheems Inu OGCINU;$0.0...05628;+0.97%;+16.81%;+52.73%;$33,765.41 $33,765;$16,887 3,000,676,119,124 OGCINU;5,999,964,413,774 OGCINU
260;4783;Sussy Baka Impostor AMOGUS;$0.00005655;+1.51%;-50.77%;-61.78%;$56,542.89 $56,543;$16,788 296,880,324 AMOGUS;999,902,470 AMOGUS
261;4787;SAFEMOON SOLANA SAFEMOON;$0.00004854;+5.63%;+18.12%;-73.14%;$48,536.53 $48,537;$16,655 343,149,909 SAFEMOON;999,988,559 SAFEMOON
262;4801;Shiba inu SHIB;$0.00008089;+1.19%;+1.81%;-8.80%;$403,769.1 $403,769;$16,207 200,364,397 SHIB;4,991,618,998 SHIB
263;4837;MemeCoinDAO MEMES;$0.002023;+3.48%;+20.07%;-16.63%;$202,064.44 $202,064;$15,283 7,555,837 MEMES;99,899,647 MEMES
264;4870;Dynasty Wars DWARS;$0.1134;-0.97%;+8.07%;-17.99%;$113,425.65 $113,426;$14,630 128,980 DWARS;1,000,000 DWARS
265;4884;Solar Solar;$0.009431;-0.00%;+0.05%;-1.54%;$807,470.31 $807,470;$14,402 1,527,131 SOLAR;85,622,713 Solar
266;4885;DeltaFi DELFI;$0.000742;-2.13%;+7.50%;+5.34%;--;$14,411 19,422,421 DELFI;--
267;4892;Gary GARY;$0.1123;+0.73%;-3.02%;-32.05%;$1.12M $1,119,787;$14,310 127,430 GARY;9,971,468 GARY
268;4896;CRASHBOYS BOYS;$0.00005904;+15.92%;+99.25%;+258.18%;$59,038.04 $59,038;$14,256 241,468,527 BOYS;999,999,117 BOYS
269;4907;Waggle Network WAG;$0.001969;+0.17%;-5.46%;-32.29%;$196,857.58 $196,858;$14,055 7,139,843 WAG;100,000,000 WAG
270;4924;CoreStarter CSTR;$0.00146;+0.17%;-7.76%;-25.28%;$70,241.24 $70,241;$13,870 9,502,043 CSTR;48,122,078 CSTR
271;4945;Solamander SOLY;$0.0003513;+0.56%;+15.59%;+0.05%;$351,287.31 $351,287;$13,603 38,723,571 SOLY;1,000,000,000 SOLY
272;5081;Unique Venture Clubs UNQ;$0.0003392;+1.10%;+1.92%;-23.94%;$7,531.26 $7,531;$11,308 33,334,117 UNQ;22,201,065 UNQ
273;5085;YUGE COIN YUGE;$0.000842;+0.76%;+1.35%;-26.48%;$840,862.58 $840,863;$11,211 13,314,001 YUGE;998,637,444 YUGE
274;5098;Solana Shib SSHIB;$0.0...06834;+1.43%;+4.90%;-17.62%;$640,158.28 $640,158;$10,930 1,599,414,300,951 SSHIB;93,673,126,785,781 SSHIB
275;5107;SolPets PETS;$0.003609;+1.36%;-8.75%;-11.13%;$360,913.9 $360,914;$10,791 2,989,935 PETS;100,000,000 PETS
276;5126;FOMOSolana FOMO;$0.05468;+0.05%;+3.57%;-4.01%;$5.47M $5,467,986;$10,430 190,742 FOMO;99,999,962 FOMO
277;5140;Blocksmith Labs Forge $FORGE;$0.04111;+0.96%;+9.09%;+12.96%;--;$10,220 248,630 $FORGE;0 $FORGE
278;5156;ViZion Protocol VIZION;$0.008624;+1.15%;-0.13%;-34.71%;$258.73 $259;$9,733 1,128,532 VIZION;30,000 VIZION
279;5177;World Record Banana BANANA;$0.00003316;+2.58%;-2.35%;-29.22%;$298,452.7 $298,453;$9,338 281,582,602 BANANA;9,000,000,000 BANANA
280;5183;PRNT PRNT;$0.0004056;+1.58%;+6.09%;-21.36%;$1.47M $1,472,382;$9,215 22,718,454 PRNT;3,630,020,605 PRNT
281;5191;The Simpsons DONUTS;$0.001544;+1.52%;+3.83%;-67.47%;$154,412 $154,412;$9,046 5,858,185 DONUTS;100,000,000 DONUTS
282;5193;GRIMREAPER GRIM;$0.00007212;+6.27%;+4.95%;-29.37%;$72,123.54 $72,124;$9,031 125,211,153 GRIM;1,000,000,000 GRIM
283;5217;Solpaka SOLPAKA;$0.0002879;+0.96%;+2.43%;-7.60%;$200,652.94 $200,653;$8,550 29,695,080 SOLPAKA;696,894,783 SOLPAKA
284;5250;Sam Bankmeme-Fried SBF;$0.002816;+0.60%;-7.86%;-35.83%;$281,618.02 $281,618;$7,941 2,819,563 SBF;99,992,020 SBF
285;5272;Andy (SOL) ANDY;$0.0003403;+1.46%;+13.09%;-4.57%;$340,269.7 $340,270;$7,455 21,905,331 ANDY;999,894,219 ANDY
286;5278;CATO CATO;$0.003136;+0.11%;+0.59%;-26.76%;$539,464.29 $539,464;$7,379 2,352,550 CATO;172,000,000 CATO
287;5299;Ratio Finance RATIO;$0.00448;+0.01%;-2.92%;-18.90%;$9,418.87 $9,419;$7,048 1,573,344 RATIO;2,102,467 RATIO
288;5328;LIQ Protocol LIQ;$0.001848;-0.08%;+0.21%;-28.29%;--;$6,743 3,647,881 LIQ;0 LIQ
289;5352;SolDoge SDOGE;$0.00004038;+0.83%;+6.74%;-0.49%;$403,805.02 $403,805;$6,437 159,404,105 SDOGE;10,000,000,000 SDOGE
290;5355;CHILI CHILI;$0.0...00104;+2.11%;+6.45%;-25.24%;--;$6,407 61,621,059,390,530 CHILI;0 CHILI
291;5359;DragonCoin DRAGON;$0.0...03069;+0.65%;+9.95%;-13.34%;$303,037.09 $303,037;$6,369 2,075,249,616,609,493 DRAGON;98,734,477,829,219,648 DRAGON
292;5379;Solpad Finance SOLPAD;$0.00006154;+0.85%;+2.93%;-11.38%;--;$6,108 99,251,356 SOLPAD;0 SOLPAD
293;5382;SWIFTIES SWIFTIES;$0.00132;+3.01%;-5.15%;-27.05%;$132,000.63 $132,001;$6,064 4,594,021 SWIFTIES;99,999,808 SWIFTIES
294;5386;Wall Street Bets Solana WSBS;$0.00004432;+1.84%;+1.65%;-44.70%;$305,787.96 $305,788;$6,026 135,961,920 WSBS;6,899,722,129 WSBS
295;5406;Silly Duck DUCK;$0.0...05153;-0.00%;-11.75%;-2.74%;$51,530.99 $51,531;$5,758 11,173,209,334 DUCK;100,000,000,000 DUCK
296;5407;coolcat COOL;$0.0001561;+1.31%;+6.13%;-63.00%;$155,929 $155,929;$5,750 36,839,919 COOL;998,948,995 COOL
297;5410;Badluckbaby BLBY;$0.0005949;-1.12%;+5.84%;+32.73%;$178,452.94 $178,453;$5,714 9,606,264 BLBY;300,000,000 BLBY
298;5512;Solana Beach SOLANA;$0.0002256;+0.76%;+13.38%;-44.92%;$225,592.51 $225,593;$4,553 20,180,235 SOLANA;1,000,000,000 SOLANA
299;5518;simbawifhat SWH;$0.000009301;+0.80%;-13.74%;-2.25%;$83,705.27 $83,705;$4,491 482,843,767 SWH;9,000,000,000 SWH
300;5547;CAPYBARA CAPY;$0.00001367;+1.83%;-30.39%;-47.01%;$13,665.65 $13,666;$4,274 312,760,151 CAPY;999,993,317 CAPY
301;5558;SNOOPYBABE SBABE;$0.000009749;+0.80%;-1.46%;-39.83%;$97,483.96 $97,484;$4,166 427,369,781 SBABE;10,000,000,000 SBABE
